gt,clock,s1,s2,lead,tno,period,periodType,pno,player,success,actionType,actionNumber,previousAction,qualifier,subType,scoring,shirtNumber,firstName,familyName,internationalFirstName,internationalFamilyName,firstNameInitial,familyNameInitial,internationalFirstNameInitial,internationalFamilyNameInitial,scoreboardName
00:33,00:33:80,28,53,-25,2,2,REGULAR,8,A. Asistio,1,steal,379,378,,,0,8,Anton,Asistio,Anton,Asistio,A,A,A,A,A. Asistio
00:33,00:33:80,28,53,-25,1,2,REGULAR,4,S. Pringle,1,turnover,378,,,badpass,0,11,Stanley Jr.,Pringle,Stanley Jr.,Pringle,S,P,S,P,S. Pringle
00:34,00:34:40,28,53,-25,1,2,REGULAR,4,S. Pringle,1,rebound,377,376,,defensive,0,11,Stanley Jr.,Pringle,Stanley Jr.,Pringle,S,P,S,P,S. Pringle
00:37,00:37:90,28,53,-25,2,2,REGULAR,4,R. Nambatac,0,3pt,376,,,jumpshot,1,27,Rey,Nambatac,Rey,Nambatac,R,N,R,N,R. Nambatac
00:58,00:58:70,28,53,-25,1,2,REGULAR,7,S. Thompson,1,freethrow,374,,,2of2,1,9,Scottie,Thompson,Scottie,Thompson,S,T,S,T,S. Thompson
00:58,00:58:70,27,53,-26,1,2,REGULAR,7,S. Thompson,0,freethrow,373,,,1of2,1,9,Scottie,Thompson,Scottie,Thompson,S,T,S,T,S. Thompson
00:58,00:58:70,27,53,-26,1,2,REGULAR,7,S. Thompson,1,foulon,372,371,,,0,9,Scottie,Thompson,Scottie,Thompson,S,T,S,T,S. Thompson
00:58,00:58:70,27,53,-26,2,2,REGULAR,10,L. Santillan,1,foul,371,,,personal,0,25,Leonard,Santillan,Leonard,Santillan,L,S,L,S,L. Santillan
00:58,00:58:70,27,53,-26,1,2,REGULAR,7,S. Thompson,1,rebound,370,368,,offensive,0,9,Scottie,Thompson,Scottie,Thompson,S,T,S,T,S. Thompson
00:59,00:59:80,27,53,-26,1,2,REGULAR,8,J. Brownlee,0,3pt,368,,,jumpshot,1,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
01:07,01:07:00,27,53,-26,1,2,REGULAR,4,S. Pringle,1,foulon,366,365,,,0,11,Stanley Jr.,Pringle,Stanley Jr.,Pringle,S,P,S,P,S. Pringle
01:07,01:07:00,27,53,-26,2,2,REGULAR,4,R. Nambatac,1,foul,365,,,personal,0,27,Rey,Nambatac,Rey,Nambatac,R,N,R,N,R. Nambatac
01:16,01:16:00,27,53,-26,1,2,REGULAR,8,J. Brownlee,1,rebound,363,362,,offensive,0,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
01:18,01:18:00,27,53,-26,1,2,REGULAR,7,S. Thompson,0,3pt,362,,,jumpshot,1,9,Scottie,Thompson,Scottie,Thompson,S,T,S,T,S. Thompson
01:38,01:38:00,27,53,-26,2,2,REGULAR,16,S. Taylor Jr.,1,2pt,361,,,hookshot,1,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
01:46,01:46:00,27,51,-24,2,2,REGULAR,6,B. Belga,1,rebound,360,359,,defensive,0,30,Beau,Belga,Beau,Belga,B,B,B,B,B. Belga
01:48,01:48:00,27,51,-24,1,2,REGULAR,12,J. Malonzo,0,2pt,359,,,drivinglayup,1,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
02:13,02:13:00,27,51,-24,2,2,REGULAR,16,S. Taylor Jr.,1,assist,358,357,,,0,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
02:13,02:13:00,27,51,-24,2,2,REGULAR,8,A. Asistio,1,3pt,357,,,jumpshot,1,8,Anton,Asistio,Anton,Asistio,A,A,A,A,A. Asistio
02:34,02:34:00,27,48,-21,2,2,REGULAR,0,,1,rebound,356,355,,defensive,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
02:36,02:36:00,27,48,-21,1,2,REGULAR,2,J. Aguilar,0,2pt,355,,,jumpshot,1,25,Japeth,Aguilar,Japeth,Aguilar,J,A,J,A,J. Aguilar
02:39,02:39:00,27,48,-21,2,2,REGULAR,3,N. Torres,1,substitution,352,,,out,0,29,Norbert,Torres,Norbert,Torres,N,T,N,T,N. Torres
02:39,02:39:00,27,48,-21,2,2,REGULAR,6,B. Belga,1,substitution,353,,,in,0,30,Beau,Belga,Beau,Belga,B,B,B,B,B. Belga
02:39,02:39:00,27,48,-21,2,2,REGULAR,0,,1,timeout,351,,,full,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
02:39,02:39:00,27,48,-21,1,2,REGULAR,0,,1,timeout,350,,,full,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
02:40,02:40:00,27,48,-21,2,2,REGULAR,4,R. Nambatac,1,assist,349,346,,,0,27,Rey,Nambatac,Rey,Nambatac,R,N,R,N,R. Nambatac
02:40,02:40:00,27,48,-21,2,2,REGULAR,3,N. Torres,1,3pt,346,,,jumpshot,1,29,Norbert,Torres,Norbert,Torres,N,T,N,T,N. Torres
03:02,03:02:00,27,45,-18,2,2,REGULAR,16,S. Taylor Jr.,1,rebound,344,343,,defensive,0,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
03:04,03:04:00,27,45,-18,1,2,REGULAR,12,J. Malonzo,0,3pt,343,,,jumpshot,1,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
03:07,03:07:00,27,45,-18,1,2,REGULAR,8,J. Brownlee,1,rebound,342,341,,offensive,0,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
03:09,03:09:00,27,45,-18,1,2,REGULAR,4,S. Pringle,0,3pt,341,,,jumpshot,1,11,Stanley Jr.,Pringle,Stanley Jr.,Pringle,S,P,S,P,S. Pringle
03:23,03:23:00,27,45,-18,2,2,REGULAR,4,R. Nambatac,1,assist,340,339,,,0,27,Rey,Nambatac,Rey,Nambatac,R,N,R,N,R. Nambatac
03:23,03:23:00,27,45,-18,2,2,REGULAR,8,A. Asistio,1,3pt,339,,,jumpshot,1,8,Anton,Asistio,Anton,Asistio,A,A,A,A,A. Asistio
03:41,03:41:00,27,42,-15,2,2,REGULAR,16,S. Taylor Jr.,1,foulon,337,336,,,0,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
03:41,03:41:00,27,42,-15,1,2,REGULAR,12,J. Malonzo,1,foul,336,,,personal,0,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
03:41,03:41:00,27,42,-15,2,2,REGULAR,16,S. Taylor Jr.,1,rebound,335,333,,defensive,0,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
03:42,03:42:00,27,42,-15,1,2,REGULAR,2,J. Aguilar,0,2pt,333,,,layup,1,25,Japeth,Aguilar,Japeth,Aguilar,J,A,J,A,J. Aguilar
03:42,03:42:00,27,42,-15,1,2,REGULAR,2,J. Aguilar,1,rebound,332,331,,offensive,0,25,Japeth,Aguilar,Japeth,Aguilar,J,A,J,A,J. Aguilar
03:45,03:45:00,27,42,-15,1,2,REGULAR,8,J. Brownlee,0,3pt,331,,,jumpshot,1,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
04:05,04:05:00,27,42,-15,2,2,REGULAR,3,N. Torres,1,2pt,330,,,jumpshot,1,29,Norbert,Torres,Norbert,Torres,N,T,N,T,N. Torres
04:25,04:25:00,27,40,-13,2,2,REGULAR,8,A. Asistio,1,steal,329,328,,,0,8,Anton,Asistio,Anton,Asistio,A,A,A,A,A. Asistio
04:25,04:25:00,27,40,-13,1,2,REGULAR,4,S. Pringle,1,turnover,328,,,badpass,0,11,Stanley Jr.,Pringle,Stanley Jr.,Pringle,S,P,S,P,S. Pringle
04:40,04:40:00,27,40,-13,2,2,REGULAR,4,R. Nambatac,1,freethrow,326,,,2of2,1,27,Rey,Nambatac,Rey,Nambatac,R,N,R,N,R. Nambatac
04:40,04:40:00,27,39,-12,2,2,REGULAR,4,R. Nambatac,0,freethrow,325,,,1of2,1,27,Rey,Nambatac,Rey,Nambatac,R,N,R,N,R. Nambatac
04:40,04:40:00,27,39,-12,2,2,REGULAR,4,R. Nambatac,1,foulon,324,323,,,0,27,Rey,Nambatac,Rey,Nambatac,R,N,R,N,R. Nambatac
04:40,04:40:00,27,39,-12,1,2,REGULAR,12,J. Malonzo,1,foul,323,,,personal,0,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
04:47,04:47:00,27,39,-12,2,2,REGULAR,0,,1,timeout,320,,,full,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
04:47,04:47:00,27,39,-12,2,2,REGULAR,3,N. Torres,1,foulon,319,318,,,0,29,Norbert,Torres,Norbert,Torres,N,T,N,T,N. Torres
04:47,04:47:00,27,39,-12,1,2,REGULAR,7,S. Thompson,1,foul,318,,,personal,0,9,Scottie,Thompson,Scottie,Thompson,S,T,S,T,S. Thompson
05:09,05:09:00,27,39,-12,2,2,REGULAR,0,,1,rebound,314,313,,defensive,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
05:11,05:11:00,27,39,-12,1,2,REGULAR,8,J. Brownlee,0,2pt,313,,,jumpshot,1,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
05:23,05:23:00,27,39,-12,1,2,REGULAR,0,,1,timeout,311,,,full,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
05:25,05:25:00,27,39,-12,2,2,REGULAR,4,R. Nambatac,1,assist,310,308,,,0,27,Rey,Nambatac,Rey,Nambatac,R,N,R,N,R. Nambatac
05:25,05:25:00,27,39,-12,2,2,REGULAR,3,N. Torres,1,3pt,308,,,jumpshot,1,29,Norbert,Torres,Norbert,Torres,N,T,N,T,N. Torres
05:34,05:34:00,27,36,-9,2,2,REGULAR,16,S. Taylor Jr.,1,rebound,307,306,,defensive,0,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
05:37,05:37:00,27,36,-9,1,2,REGULAR,8,J. Brownlee,0,2pt,306,,,floatingjumpshot,1,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
05:47,05:47:00,27,36,-9,1,2,REGULAR,12,J. Malonzo,1,foulon,304,303,,,0,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
05:47,05:47:00,27,36,-9,2,2,REGULAR,8,A. Asistio,1,foul,303,,,personal,0,8,Anton,Asistio,Anton,Asistio,A,A,A,A,A. Asistio
05:55,05:55:00,27,36,-9,1,2,REGULAR,7,S. Thompson,1,rebound,300,299,,defensive,0,9,Scottie,Thompson,Scottie,Thompson,S,T,S,T,S. Thompson
05:57,05:57:00,27,36,-9,2,2,REGULAR,16,S. Taylor Jr.,0,2pt,299,,,jumpshot,1,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
06:20,06:20:00,27,36,-9,1,2,REGULAR,8,J. Brownlee,1,2pt,298,,,jumpshot,1,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
06:20,06:20:00,25,36,-11,1,2,REGULAR,2,J. Aguilar,1,rebound,297,296,,defensive,0,25,Japeth,Aguilar,Japeth,Aguilar,J,A,J,A,J. Aguilar
06:24,06:24:00,25,36,-11,2,2,REGULAR,8,A. Asistio,0,3pt,296,,,jumpshot,1,8,Anton,Asistio,Anton,Asistio,A,A,A,A,A. Asistio
06:44,06:44:00,25,36,-11,1,2,REGULAR,12,J. Malonzo,1,turnover,293,,,badpass,0,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
06:57,06:57:00,25,36,-11,2,2,REGULAR,10,L. Santillan,1,3pt,292,,,jumpshot,1,25,Leonard,Santillan,Leonard,Santillan,L,S,L,S,L. Santillan
07:03,07:03:00,25,33,-8,1,2,REGULAR,7,S. Thompson,1,turnover,291,,,badpass,0,9,Scottie,Thompson,Scottie,Thompson,S,T,S,T,S. Thompson
07:21,07:21:00,25,33,-8,1,2,REGULAR,10,C. Standhardinger,1,substitution,288,,,out,0,34,Christian,Standhardinger,Christian,Standhardinger,C,S,C,S,C. Standhardinger
07:21,07:21:00,25,33,-8,1,2,REGULAR,12,J. Malonzo,1,substitution,289,,,in,0,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
07:21,07:21:00,25,33,-8,2,2,REGULAR,1,M. Borboran,1,substitution,286,,,out,0,16,Mark Anthony,Borboran,Mark Anthony,Borboran,M,B,M,B,M. Borboran
07:21,07:21:00,25,33,-8,2,2,REGULAR,4,R. Nambatac,1,substitution,287,,,in,0,27,Rey,Nambatac,Rey,Nambatac,R,N,R,N,R. Nambatac
07:21,07:21:00,25,33,-8,1,2,REGULAR,0,,1,timeout,285,,,full,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
07:33,07:33:00,25,33,-8,2,2,REGULAR,1,M. Borboran,1,2pt,283,,,pullupjumpshot,1,16,Mark Anthony,Borboran,Mark Anthony,Borboran,M,B,M,B,M. Borboran
07:45,07:45:00,25,31,-6,2,2,REGULAR,3,N. Torres,1,rebound,282,280,,defensive,0,29,Norbert,Torres,Norbert,Torres,N,T,N,T,N. Torres
07:47,07:47:00,25,31,-6,1,2,REGULAR,7,S. Thompson,0,2pt,280,,,drivinglayup,1,9,Scottie,Thompson,Scottie,Thompson,S,T,S,T,S. Thompson
07:47,07:47:00,25,31,-6,1,2,REGULAR,4,S. Pringle,1,foulon,279,278,,,0,11,Stanley Jr.,Pringle,Stanley Jr.,Pringle,S,P,S,P,S. Pringle
07:47,07:47:00,25,31,-6,2,2,REGULAR,1,M. Borboran,1,foul,278,,,personal,0,16,Mark Anthony,Borboran,Mark Anthony,Borboran,M,B,M,B,M. Borboran
08:00,08:00:00,25,31,-6,1,2,REGULAR,10,C. Standhardinger,1,rebound,274,273,,defensive,0,34,Christian,Standhardinger,Christian,Standhardinger,C,S,C,S,C. Standhardinger
08:04,08:04:00,25,31,-6,2,2,REGULAR,10,L. Santillan,0,3pt,273,,,jumpshot,1,25,Leonard,Santillan,Leonard,Santillan,L,S,L,S,L. Santillan
08:20,08:20:00,25,31,-6,2,2,REGULAR,9,A. Caracut,1,substitution,270,,,out,0,14,Andrei,Caracut,Andrei,Caracut,A,C,A,C,A. Caracut
08:20,08:20:00,25,31,-6,2,2,REGULAR,8,A. Asistio,1,substitution,271,,,in,0,8,Anton,Asistio,Anton,Asistio,A,A,A,A,A. Asistio
08:20,08:20:00,25,31,-6,2,2,REGULAR,11,M. Nieto,1,substitution,268,,,out,0,7,Mike,Nieto,Mike,Nieto,M,N,M,N,M. Nieto
08:20,08:20:00,25,31,-6,2,2,REGULAR,16,S. Taylor Jr.,1,substitution,269,,,in,0,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
08:20,08:20:00,25,31,-6,1,2,REGULAR,4,S. Pringle,1,substitution,267,,,in,0,11,Stanley Jr.,Pringle,Stanley Jr.,Pringle,S,P,S,P,S. Pringle
08:20,08:20:00,25,31,-6,1,2,REGULAR,7,S. Thompson,1,substitution,266,,,in,0,9,Scottie,Thompson,Scottie,Thompson,S,T,S,T,S. Thompson
08:20,08:20:00,25,31,-6,1,2,REGULAR,1,L. Tenorio,1,substitution,264,,,out,0,5,Lewis Alfred,Tenorio,Lewis Alfred,Tenorio,L,T,L,T,L. Tenorio
08:20,08:20:00,25,31,-6,1,2,REGULAR,9,V. Pessumal,1,substitution,265,,,out,0,19,Von,Pessumal,Von,Pessumal,V,P,V,P,V. Pessumal
08:20,08:20:00,25,31,-6,2,2,REGULAR,11,M. Nieto,1,rebound,263,261,,defensive,0,7,Mike,Nieto,Mike,Nieto,M,N,M,N,M. Nieto
08:25,08:25:00,25,31,-6,1,2,REGULAR,1,L. Tenorio,0,3pt,261,,,jumpshot,1,5,Lewis Alfred,Tenorio,Lewis Alfred,Tenorio,L,T,L,T,L. Tenorio
08:32,08:32:00,25,31,-6,1,2,REGULAR,10,C. Standhardinger,1,rebound,260,259,,defensive,0,34,Christian,Standhardinger,Christian,Standhardinger,C,S,C,S,C. Standhardinger
08:34,08:34:00,25,31,-6,2,2,REGULAR,11,M. Nieto,0,3pt,259,,,jumpshot,1,7,Mike,Nieto,Mike,Nieto,M,N,M,N,M. Nieto
08:47,08:47:00,25,31,-6,1,2,REGULAR,8,J. Brownlee,1,assist,258,257,,,0,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
08:47,08:47:00,25,31,-6,1,2,REGULAR,10,C. Standhardinger,1,2pt,257,,,drivinglayup,1,34,Christian,Standhardinger,Christian,Standhardinger,C,S,C,S,C. Standhardinger
09:08,09:08:00,23,31,-8,2,2,REGULAR,1,M. Borboran,1,assist,256,255,,,0,16,Mark Anthony,Borboran,Mark Anthony,Borboran,M,B,M,B,M. Borboran
09:08,09:08:00,23,31,-8,2,2,REGULAR,10,L. Santillan,1,3pt,255,,,jumpshot,1,25,Leonard,Santillan,Leonard,Santillan,L,S,L,S,L. Santillan
09:10,09:10:00,23,28,-5,2,2,REGULAR,1,M. Borboran,1,rebound,254,253,,offensive,0,16,Mark Anthony,Borboran,Mark Anthony,Borboran,M,B,M,B,M. Borboran
09:12,09:12:00,23,28,-5,2,2,REGULAR,9,A. Caracut,0,3pt,253,,,jumpshot,1,14,Andrei,Caracut,Andrei,Caracut,A,C,A,C,A. Caracut
09:31,09:31:00,23,28,-5,2,2,REGULAR,2,J. Ponferrada,1,substitution,250,,,out,0,15,Jewel,Ponferada,Jewel,Ponferrada,J,P,J,P,J. Ponferada
09:31,09:31:00,23,28,-5,2,2,REGULAR,3,N. Torres,1,substitution,251,,,in,0,29,Norbert,Torres,Norbert,Torres,N,T,N,T,N. Torres
09:31,09:31:00,23,28,-5,1,2,REGULAR,13,A. Mariano,1,substitution,248,,,out,0,31,Aljon,Mariano,Aljon,Mariano,A,M,A,M,A. Mariano
09:31,09:31:00,23,28,-5,1,2,REGULAR,8,J. Brownlee,1,substitution,249,,,in,0,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
09:31,09:31:00,23,28,-5,1,2,REGULAR,2,J. Aguilar,1,turnover,247,,,outofbounds,0,25,Japeth,Aguilar,Japeth,Aguilar,J,A,J,A,J. Aguilar
09:53,09:53:00,23,28,-5,2,2,REGULAR,2,J. Ponferrada,1,freethrow,244,,,2of2,1,15,Jewel,Ponferada,Jewel,Ponferrada,J,P,J,P,J. Ponferada
09:53,09:53:00,23,27,-4,2,2,REGULAR,2,J. Ponferrada,0,freethrow,243,,,1of2,1,15,Jewel,Ponferada,Jewel,Ponferrada,J,P,J,P,J. Ponferada
09:53,09:53:00,23,27,-4,2,2,REGULAR,2,J. Ponferrada,1,foulon,242,241,,,0,15,Jewel,Ponferada,Jewel,Ponferrada,J,P,J,P,J. Ponferada
09:53,09:53:00,23,27,-4,1,2,REGULAR,13,A. Mariano,1,foul,241,,,personal,0,31,Aljon,Mariano,Aljon,Mariano,A,M,A,M,A. Mariano
10:06,10:06:00,23,27,-4,2,2,REGULAR,10,L. Santillan,1,rebound,239,238,,defensive,0,25,Leonard,Santillan,Leonard,Santillan,L,S,L,S,L. Santillan
10:09,10:09:00,23,27,-4,1,2,REGULAR,10,C. Standhardinger,0,2pt,238,,,layup,1,34,Christian,Standhardinger,Christian,Standhardinger,C,S,C,S,C. Standhardinger
10:19,10:19:00,23,27,-4,2,2,REGULAR,9,A. Caracut,1,turnover,236,,,badpass,0,14,Andrei,Caracut,Andrei,Caracut,A,C,A,C,A. Caracut
10:33,10:33:00,23,27,-4,1,2,REGULAR,8,J. Brownlee,1,substitution,232,,,out,0,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
10:33,10:33:00,23,27,-4,1,2,REGULAR,2,J. Aguilar,1,substitution,233,,,in,0,25,Japeth,Aguilar,Japeth,Aguilar,J,A,J,A,J. Aguilar
10:33,10:33:00,23,27,-4,2,2,REGULAR,11,M. Nieto,1,foulon,231,230,,,0,7,Mike,Nieto,Mike,Nieto,M,N,M,N,M. Nieto
10:33,10:33:00,23,27,-4,1,2,REGULAR,9,V. Pessumal,1,foul,230,,,personal,0,19,Von,Pessumal,Von,Pessumal,V,P,V,P,V. Pessumal
10:33,10:33:00,23,27,-4,2,2,REGULAR,2,J. Ponferrada,1,rebound,229,227,,defensive,0,15,Jewel,Ponferada,Jewel,Ponferrada,J,P,J,P,J. Ponferada
10:37,10:37:00,23,27,-4,1,2,REGULAR,10,C. Standhardinger,0,2pt,227,,,layup,1,34,Christian,Standhardinger,Christian,Standhardinger,C,S,C,S,C. Standhardinger
10:37,10:37:00,23,27,-4,1,2,REGULAR,8,J. Brownlee,1,rebound,226,225,,defensive,0,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
10:40,10:40:00,23,27,-4,2,2,REGULAR,2,J. Ponferrada,0,3pt,225,,,jumpshot,1,15,Jewel,Ponferada,Jewel,Ponferrada,J,P,J,P,J. Ponferada
10:55,10:55:00,23,27,-4,2,2,REGULAR,1,M. Borboran,1,rebound,224,223,,defensive,0,16,Mark Anthony,Borboran,Mark Anthony,Borboran,M,B,M,B,M. Borboran
10:58,10:58:00,23,27,-4,1,2,REGULAR,8,J. Brownlee,0,2pt,223,,,floatingjumpshot,1,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
11:04,11:04:00,23,27,-4,1,2,REGULAR,10,C. Standhardinger,1,rebound,222,220,,defensive,0,34,Christian,Standhardinger,Christian,Standhardinger,C,S,C,S,C. Standhardinger
11:08,11:08:00,23,27,-4,1,2,REGULAR,13,A. Mariano,1,block,221,220,,,0,31,Aljon,Mariano,Aljon,Mariano,A,M,A,M,A. Mariano
11:08,11:08:00,23,27,-4,2,2,REGULAR,10,L. Santillan,0,2pt,220,,,layup,1,25,Leonard,Santillan,Leonard,Santillan,L,S,L,S,L. Santillan
11:09,11:09:00,23,27,-4,2,2,REGULAR,10,L. Santillan,1,rebound,219,218,,offensive,0,25,Leonard,Santillan,Leonard,Santillan,L,S,L,S,L. Santillan
11:11,11:11:00,23,27,-4,2,2,REGULAR,9,A. Caracut,0,3pt,218,,,jumpshot,1,14,Andrei,Caracut,Andrei,Caracut,A,C,A,C,A. Caracut
11:17,11:17:00,23,27,-4,2,2,REGULAR,11,M. Nieto,1,rebound,217,216,,defensive,0,7,Mike,Nieto,Mike,Nieto,M,N,M,N,M. Nieto
11:19,11:19:00,23,27,-4,1,2,REGULAR,13,A. Mariano,0,2pt,216,,,drivinglayup,1,31,Aljon,Mariano,Aljon,Mariano,A,M,A,M,A. Mariano
11:26,11:26:00,23,27,-4,1,2,REGULAR,10,C. Standhardinger,1,rebound,215,214,,offensive,0,34,Christian,Standhardinger,Christian,Standhardinger,C,S,C,S,C. Standhardinger
11:28,11:28:00,23,27,-4,1,2,REGULAR,8,J. Brownlee,0,2pt,214,,,jumpshot,1,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
11:49,11:49:00,23,27,-4,2,2,REGULAR,9,A. Caracut,1,2pt,213,,,floatingjumpshot,1,14,Andrei,Caracut,Andrei,Caracut,A,C,A,C,A. Caracut
12:00,12:00:00,23,25,-2,0,2,REGULAR,0,,1,period,211,,,start,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
12:00,12:00:00,23,25,-2,2,2,REGULAR,16,S. Taylor Jr.,1,substitution,209,,,out,0,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
12:00,12:00:00,23,25,-2,2,2,REGULAR,10,L. Santillan,1,substitution,210,,,in,0,25,Leonard,Santillan,Leonard,Santillan,L,S,L,S,L. Santillan
00:00,00:00:00,23,25,-2,0,1,REGULAR,0,,1,period,208,,,end,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
00:00,00:00:70,23,25,-2,1,1,REGULAR,1,L. Tenorio,0,3pt,205,,,pullupjumpshot,1,5,Lewis Alfred,Tenorio,Lewis Alfred,Tenorio,L,T,L,T,L. Tenorio
00:02,00:02:40,23,25,-2,2,1,REGULAR,16,S. Taylor Jr.,1,3pt,202,,,jumpshot,1,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
00:16,00:16:20,23,22,1,1,1,REGULAR,8,J. Brownlee,1,assist,199,198,,,0,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
00:16,00:16:20,23,22,1,1,1,REGULAR,10,C. Standhardinger,1,2pt,198,,,drivinglayup,1,34,Christian,Standhardinger,Christian,Standhardinger,C,S,C,S,C. Standhardinger
00:25,00:25:20,21,22,-1,1,1,REGULAR,9,V. Pessumal,1,rebound,196,195,,offensive,0,19,Von,Pessumal,Von,Pessumal,V,P,V,P,V. Pessumal
00:27,00:27:10,21,22,-1,1,1,REGULAR,1,L. Tenorio,0,3pt,195,,,jumpshot,1,5,Lewis Alfred,Tenorio,Lewis Alfred,Tenorio,L,T,L,T,L. Tenorio
00:35,00:35:40,21,22,-1,1,1,REGULAR,1,L. Tenorio,1,rebound,194,193,,defensive,0,5,Lewis Alfred,Tenorio,Lewis Alfred,Tenorio,L,T,L,T,L. Tenorio
00:37,00:37:30,21,22,-1,2,1,REGULAR,11,M. Nieto,0,3pt,193,,,jumpshot,1,7,Mike,Nieto,Mike,Nieto,M,N,M,N,M. Nieto
00:43,00:43:60,21,22,-1,2,1,REGULAR,11,M. Nieto,1,steal,192,191,,,0,7,Mike,Nieto,Mike,Nieto,M,N,M,N,M. Nieto
00:43,00:43:60,21,22,-1,1,1,REGULAR,1,L. Tenorio,1,turnover,191,,,ballhandling,0,5,Lewis Alfred,Tenorio,Lewis Alfred,Tenorio,L,T,L,T,L. Tenorio
01:04,01:04:00,21,22,-1,2,1,REGULAR,16,S. Taylor Jr.,1,assist,189,188,,,0,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
01:04,01:04:00,21,22,-1,2,1,REGULAR,11,M. Nieto,1,freethrow,188,,,2of2,1,7,Mike,Nieto,Mike,Nieto,M,N,M,N,M. Nieto
01:04,01:04:00,21,21,0,2,1,REGULAR,11,M. Nieto,0,freethrow,187,,,1of2,1,7,Mike,Nieto,Mike,Nieto,M,N,M,N,M. Nieto
01:04,01:04:00,21,21,0,2,1,REGULAR,11,M. Nieto,1,foulon,186,185,,,0,7,Mike,Nieto,Mike,Nieto,M,N,M,N,M. Nieto
01:04,01:04:00,21,21,0,1,1,REGULAR,9,V. Pessumal,1,foul,185,,,personal,0,19,Von,Pessumal,Von,Pessumal,V,P,V,P,V. Pessumal
01:09,01:09:00,21,21,0,2,1,REGULAR,16,S. Taylor Jr.,1,rebound,183,182,,defensive,0,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
01:11,01:11:00,21,21,0,1,1,REGULAR,9,V. Pessumal,0,3pt,182,,,jumpshot,1,19,Von,Pessumal,Von,Pessumal,V,P,V,P,V. Pessumal
01:22,01:22:00,21,21,0,1,1,REGULAR,13,A. Mariano,1,foulon,180,179,,,0,31,Aljon,Mariano,Aljon,Mariano,A,M,A,M,A. Mariano
01:22,01:22:00,21,21,0,2,1,REGULAR,2,J. Ponferrada,1,foul,179,,,personal,0,15,Jewel,Ponferada,Jewel,Ponferrada,J,P,J,P,J. Ponferada
01:22,01:22:00,21,21,0,1,1,REGULAR,13,A. Mariano,1,rebound,177,175,,offensive,0,31,Aljon,Mariano,Aljon,Mariano,A,M,A,M,A. Mariano
