gt,clock,s1,s2,lead,tno,period,periodType,pno,player,success,actionType,actionNumber,previousAction,qualifier,subType,scoring,shirtNumber,firstName,familyName,internationalFirstName,internationalFamilyName,firstNameInitial,familyNameInitial,internationalFirstNameInitial,internationalFamilyNameInitial,scoreboardName
01:22,01:22:00,21,21,0,1,1,REGULAR,8,J. Brownlee,0,freethrow,175,,,2of2,1,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
01:22,01:22:00,21,21,0,1,1,REGULAR,12,J. Malonzo,1,substitution,173,,,out,0,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
01:22,01:22:00,21,21,0,1,1,REGULAR,13,A. Mariano,1,substitution,174,,,in,0,31,Aljon,Mariano,Aljon,Mariano,A,M,A,M,A. Mariano
01:22,01:22:00,21,21,0,1,1,REGULAR,8,J. Brownlee,1,freethrow,172,,,1of2,1,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
01:22,01:22:00,20,21,-1,1,1,REGULAR,8,J. Brownlee,1,foulon,171,170,,,0,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
01:22,01:22:00,20,21,-1,2,1,REGULAR,2,J. Ponferrada,1,foul,170,,,personal,0,15,Jewel,Ponferada,Jewel,Ponferrada,J,P,J,P,J. Ponferada
01:41,01:41:00,20,21,-1,2,1,REGULAR,9,A. Caracut,1,assist,168,167,,,0,14,Andrei,Caracut,Andrei,Caracut,A,C,A,C,A. Caracut
01:41,01:41:00,20,21,-1,2,1,REGULAR,11,M. Nieto,1,3pt,167,,,jumpshot,1,7,Mike,Nieto,Mike,Nieto,M,N,M,N,M. Nieto
01:48,01:48:00,20,18,2,2,1,REGULAR,1,M. Borboran,1,steal,166,165,,,0,16,Mark Anthony,Borboran,Mark Anthony,Borboran,M,B,M,B,M. Borboran
01:48,01:48:00,20,18,2,1,1,REGULAR,9,V. Pessumal,1,turnover,165,,,badpass,0,19,Von,Pessumal,Von,Pessumal,V,P,V,P,V. Pessumal
01:59,01:59:00,20,18,2,1,1,REGULAR,0,,1,rebound,163,159,,defensive,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
02:01,02:01:00,20,18,2,2,1,REGULAR,9,A. Caracut,0,2pt,159,,,jumpshot,1,14,Andrei,Caracut,Andrei,Caracut,A,C,A,C,A. Caracut
02:13,02:13:00,20,18,2,1,1,REGULAR,0,,1,turnover,157,,,24sec,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
02:13,02:13:00,20,18,2,1,1,REGULAR,9,V. Pessumal,0,3pt,156,,,jumpshot,1,19,Von,Pessumal,Von,Pessumal,V,P,V,P,V. Pessumal
02:41,02:41:00,20,18,2,2,1,REGULAR,9,A. Caracut,1,assist,152,151,,,0,14,Andrei,Caracut,Andrei,Caracut,A,C,A,C,A. Caracut
02:41,02:41:00,20,18,2,2,1,REGULAR,16,S. Taylor Jr.,1,3pt,151,,,jumpshot,1,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
02:43,02:43:00,20,15,5,1,1,REGULAR,0,,1,timeout,149,,,full,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
02:59,02:59:00,20,15,5,1,1,REGULAR,12,J. Malonzo,1,2pt,147,,,layup,1,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
03:00,03:00:00,18,15,3,1,1,REGULAR,12,J. Malonzo,1,rebound,146,145,,offensive,0,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
03:02,03:02:00,18,15,3,1,1,REGULAR,10,C. Standhardinger,0,2pt,145,,,layup,1,34,Christian,Standhardinger,Christian,Standhardinger,C,S,C,S,C. Standhardinger
03:03,03:03:00,18,15,3,1,1,REGULAR,10,C. Standhardinger,1,rebound,144,143,,offensive,0,34,Christian,Standhardinger,Christian,Standhardinger,C,S,C,S,C. Standhardinger
03:07,03:07:00,18,15,3,1,1,REGULAR,10,C. Standhardinger,0,2pt,143,,,layup,1,34,Christian,Standhardinger,Christian,Standhardinger,C,S,C,S,C. Standhardinger
03:19,03:19:00,18,15,3,1,1,REGULAR,10,C. Standhardinger,1,rebound,142,141,,defensive,0,34,Christian,Standhardinger,Christian,Standhardinger,C,S,C,S,C. Standhardinger
03:21,03:21:00,18,15,3,2,1,REGULAR,11,M. Nieto,0,3pt,141,,,jumpshot,1,7,Mike,Nieto,Mike,Nieto,M,N,M,N,M. Nieto
03:40,03:40:00,18,15,3,2,1,REGULAR,4,R. Nambatac,1,substitution,138,,,out,0,27,Rey,Nambatac,Rey,Nambatac,R,N,R,N,R. Nambatac
03:40,03:40:00,18,15,3,2,1,REGULAR,9,A. Caracut,1,substitution,139,,,in,0,14,Andrei,Caracut,Andrei,Caracut,A,C,A,C,A. Caracut
03:40,03:40:00,18,15,3,1,1,REGULAR,7,S. Thompson,1,substitution,136,,,out,0,9,Scottie,Thompson,Scottie,Thompson,S,T,S,T,S. Thompson
03:40,03:40:00,18,15,3,1,1,REGULAR,9,V. Pessumal,1,substitution,137,,,in,0,19,Von,Pessumal,Von,Pessumal,V,P,V,P,V. Pessumal
03:40,03:40:00,18,15,3,2,1,REGULAR,1,M. Borboran,1,steal,135,134,,,0,16,Mark Anthony,Borboran,Mark Anthony,Borboran,M,B,M,B,M. Borboran
03:40,03:40:00,18,15,3,1,1,REGULAR,12,J. Malonzo,1,turnover,134,,,ballhandling,0,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
03:44,03:44:00,18,15,3,1,1,REGULAR,1,L. Tenorio,1,rebound,130,129,,defensive,0,5,Lewis Alfred,Tenorio,Lewis Alfred,Tenorio,L,T,L,T,L. Tenorio
03:47,03:47:00,18,15,3,2,1,REGULAR,1,M. Borboran,0,2pt,129,,,turnaroundjumpshot,1,16,Mark Anthony,Borboran,Mark Anthony,Borboran,M,B,M,B,M. Borboran
04:01,04:01:00,18,15,3,1,1,REGULAR,8,J. Brownlee,1,freethrow,127,,,2of2,1,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
04:01,04:01:00,17,15,2,2,1,REGULAR,6,B. Belga,1,substitution,125,,,out,0,30,Beau,Belga,Beau,Belga,B,B,B,B,B. Belga
04:01,04:01:00,17,15,2,2,1,REGULAR,16,S. Taylor Jr.,1,substitution,126,,,in,0,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
04:01,04:01:00,17,15,2,1,1,REGULAR,8,J. Brownlee,0,freethrow,124,,,1of2,1,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
04:01,04:01:00,17,15,2,1,1,REGULAR,8,J. Brownlee,1,foulon,123,122,,,0,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
04:01,04:01:00,17,15,2,2,1,REGULAR,6,B. Belga,1,foul,122,,,personal,0,30,Beau,Belga,Beau,Belga,B,B,B,B,B. Belga
04:21,04:21:00,17,15,2,2,1,REGULAR,11,M. Nieto,1,assist,120,119,,,0,7,Mike,Nieto,Mike,Nieto,M,N,M,N,M. Nieto
04:21,04:21:00,17,15,2,2,1,REGULAR,6,B. Belga,1,3pt,119,,,jumpshot,1,30,Beau,Belga,Beau,Belga,B,B,B,B,B. Belga
04:28,04:28:00,17,12,5,1,1,REGULAR,7,S. Thompson,1,turnover,117,,,badpass,0,9,Scottie,Thompson,Scottie,Thompson,S,T,S,T,S. Thompson
04:39,04:39:00,17,12,5,1,1,REGULAR,7,S. Thompson,1,rebound,115,114,,defensive,0,9,Scottie,Thompson,Scottie,Thompson,S,T,S,T,S. Thompson
04:41,04:41:00,17,12,5,2,1,REGULAR,2,J. Ponferrada,0,3pt,114,,,jumpshot,1,15,Jewel,Ponferada,Jewel,Ponferrada,J,P,J,P,J. Ponferada
04:48,04:48:00,17,12,5,2,1,REGULAR,1,M. Borboran,1,substitution,112,,,in,0,16,Mark Anthony,Borboran,Mark Anthony,Borboran,M,B,M,B,M. Borboran
04:48,04:48:00,17,12,5,2,1,REGULAR,2,J. Ponferrada,1,substitution,111,,,in,0,15,Jewel,Ponferada,Jewel,Ponferrada,J,P,J,P,J. Ponferada
04:48,04:48:00,17,12,5,2,1,REGULAR,3,N. Torres,1,substitution,109,,,out,0,29,Norbert,Torres,Norbert,Torres,N,T,N,T,N. Torres
04:48,04:48:00,17,12,5,2,1,REGULAR,11,M. Nieto,1,substitution,110,,,in,0,7,Mike,Nieto,Mike,Nieto,M,N,M,N,M. Nieto
04:48,04:48:00,17,12,5,2,1,REGULAR,5,G. Norwood,1,substitution,107,,,out,0,5,Gabe,Norwood,Gabe,Norwood,G,N,G,N,G. Norwood
04:48,04:48:00,17,12,5,2,1,REGULAR,16,S. Taylor Jr.,1,substitution,108,,,out,0,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
04:48,04:48:00,17,12,5,1,1,REGULAR,4,S. Pringle,1,substitution,105,,,out,0,11,Stanley Jr.,Pringle,Stanley Jr.,Pringle,S,P,S,P,S. Pringle
04:48,04:48:00,17,12,5,1,1,REGULAR,1,L. Tenorio,1,substitution,106,,,in,0,5,Lewis Alfred,Tenorio,Lewis Alfred,Tenorio,L,T,L,T,L. Tenorio
04:48,04:48:00,17,12,5,2,1,REGULAR,4,R. Nambatac,1,foulon,104,103,,,0,27,Rey,Nambatac,Rey,Nambatac,R,N,R,N,R. Nambatac
04:48,04:48:00,17,12,5,1,1,REGULAR,7,S. Thompson,1,foul,103,,,personal,0,9,Scottie,Thompson,Scottie,Thompson,S,T,S,T,S. Thompson
05:05,05:05:00,17,12,5,2,1,REGULAR,3,N. Torres,1,rebound,101,100,,defensive,0,29,Norbert,Torres,Norbert,Torres,N,T,N,T,N. Torres
05:07,05:07:00,17,12,5,1,1,REGULAR,8,J. Brownlee,0,2pt,100,,,pullupjumpshot,1,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
05:13,05:13:00,17,12,5,1,1,REGULAR,7,S. Thompson,1,rebound,99,98,,defensive,0,9,Scottie,Thompson,Scottie,Thompson,S,T,S,T,S. Thompson
05:15,05:15:00,17,12,5,2,1,REGULAR,16,S. Taylor Jr.,0,3pt,98,,,jumpshot,1,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
05:32,05:32:00,17,12,5,1,1,REGULAR,7,S. Thompson,1,assist,97,96,,,0,9,Scottie,Thompson,Scottie,Thompson,S,T,S,T,S. Thompson
05:32,05:32:00,17,12,5,1,1,REGULAR,12,J. Malonzo,1,2pt,96,,,drivinglayup,1,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
05:37,05:37:00,15,12,3,1,1,REGULAR,8,J. Brownlee,1,rebound,95,94,,defensive,0,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
05:39,05:39:00,15,12,3,2,1,REGULAR,4,R. Nambatac,0,2pt,94,,,jumpshot,1,27,Rey,Nambatac,Rey,Nambatac,R,N,R,N,R. Nambatac
05:59,05:59:00,15,12,3,1,1,REGULAR,12,J. Malonzo,1,2pt,93,,,layup,1,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
05:59,05:59:00,13,12,1,1,1,REGULAR,12,J. Malonzo,1,rebound,92,91,,offensive,0,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
06:02,06:02:00,13,12,1,1,1,REGULAR,7,S. Thompson,0,3pt,91,,,jumpshot,1,9,Scottie,Thompson,Scottie,Thompson,S,T,S,T,S. Thompson
06:06,06:06:00,13,12,1,1,1,REGULAR,12,J. Malonzo,1,rebound,90,89,,offensive,0,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
06:08,06:08:00,13,12,1,1,1,REGULAR,8,J. Brownlee,0,3pt,89,,,jumpshot,1,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
06:26,06:26:00,13,12,1,1,1,REGULAR,8,J. Brownlee,1,rebound,88,86,,defensive,0,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
06:26,06:26:00,13,12,1,2,1,REGULAR,16,S. Taylor Jr.,0,freethrow,86,,,1of1,1,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
06:26,06:26:00,13,12,1,1,1,REGULAR,2,J. Aguilar,1,substitution,84,,,out,0,25,Japeth,Aguilar,Japeth,Aguilar,J,A,J,A,J. Aguilar
06:26,06:26:00,13,12,1,1,1,REGULAR,10,C. Standhardinger,1,substitution,85,,,in,0,34,Christian,Standhardinger,Christian,Standhardinger,C,S,C,S,C. Standhardinger
06:26,06:26:00,13,12,1,2,1,REGULAR,16,S. Taylor Jr.,1,foulon,83,82,,,0,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
06:26,06:26:00,13,12,1,1,1,REGULAR,2,J. Aguilar,1,foul,82,,,personal,0,25,Japeth,Aguilar,Japeth,Aguilar,J,A,J,A,J. Aguilar
06:28,06:28:00,13,12,1,2,1,REGULAR,16,S. Taylor Jr.,1,2pt,80,,,layup,1,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
06:29,06:29:00,13,10,3,2,1,REGULAR,16,S. Taylor Jr.,1,rebound,78,77,,offensive,0,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
06:29,06:29:00,13,10,3,2,1,REGULAR,16,S. Taylor Jr.,0,2pt,77,,,layup,1,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
06:41,06:41:00,13,10,3,2,1,REGULAR,6,B. Belga,1,rebound,73,72,,defensive,0,30,Beau,Belga,Beau,Belga,B,B,B,B,B. Belga
06:43,06:43:00,13,10,3,1,1,REGULAR,12,J. Malonzo,0,3pt,72,,,jumpshot,1,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
06:49,06:49:00,13,10,3,1,1,REGULAR,7,S. Thompson,1,foulon,70,69,,,0,9,Scottie,Thompson,Scottie,Thompson,S,T,S,T,S. Thompson
06:49,06:49:00,13,10,3,2,1,REGULAR,6,B. Belga,1,foul,69,,,personal,0,30,Beau,Belga,Beau,Belga,B,B,B,B,B. Belga
07:05,07:05:00,13,10,3,2,1,REGULAR,5,G. Norwood,1,assist,67,66,,,0,5,Gabe,Norwood,Gabe,Norwood,G,N,G,N,G. Norwood
07:05,07:05:00,13,10,3,2,1,REGULAR,16,S. Taylor Jr.,1,2pt,66,,,layup,1,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
07:21,07:21:00,13,8,5,1,1,REGULAR,4,S. Pringle,1,2pt,61,,,turnaroundjumpshot,1,11,Stanley Jr.,Pringle,Stanley Jr.,Pringle,S,P,S,P,S. Pringle
07:39,07:39:00,11,8,3,2,1,REGULAR,16,S. Taylor Jr.,1,assist,60,59,,,0,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
07:39,07:39:00,11,8,3,2,1,REGULAR,5,G. Norwood,1,2pt,59,,,jumpshot,1,5,Gabe,Norwood,Gabe,Norwood,G,N,G,N,G. Norwood
08:05,08:05:00,11,6,5,1,1,REGULAR,7,S. Thompson,1,assist,58,57,,,0,9,Scottie,Thompson,Scottie,Thompson,S,T,S,T,S. Thompson
08:05,08:05:00,11,6,5,1,1,REGULAR,2,J. Aguilar,1,2pt,57,,,jumpshot,1,25,Japeth,Aguilar,Japeth,Aguilar,J,A,J,A,J. Aguilar
08:27,08:27:00,9,6,3,2,1,REGULAR,3,N. Torres,1,assist,56,55,,,0,29,Norbert,Torres,Norbert,Torres,N,T,N,T,N. Torres
08:27,08:27:00,9,6,3,2,1,REGULAR,16,S. Taylor Jr.,1,3pt,55,,,jumpshot,1,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
08:40,08:40:00,9,3,6,2,1,REGULAR,16,S. Taylor Jr.,1,rebound,54,53,,defensive,0,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
08:43,08:43:00,9,3,6,1,1,REGULAR,8,J. Brownlee,0,2pt,53,,,jumpshot,1,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
09:00,09:00:00,9,3,6,2,1,REGULAR,5,G. Norwood,1,turnover,51,,,badpass,0,5,Gabe,Norwood,Gabe,Norwood,G,N,G,N,G. Norwood
09:02,09:02:00,9,3,6,2,1,REGULAR,4,R. Nambatac,1,rebound,49,48,,defensive,0,27,Rey,Nambatac,Rey,Nambatac,R,N,R,N,R. Nambatac
09:04,09:04:00,9,3,6,1,1,REGULAR,8,J. Brownlee,0,3pt,48,,,jumpshot,1,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
09:29,09:29:00,9,3,6,1,1,REGULAR,12,J. Malonzo,1,foulon,46,45,,,0,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
09:29,09:29:00,9,3,6,2,1,REGULAR,3,N. Torres,1,foul,45,,,personal,0,29,Norbert,Torres,Norbert,Torres,N,T,N,T,N. Torres
09:29,09:29:00,9,3,6,1,1,REGULAR,0,,1,rebound,44,41,,defensive,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
09:30,09:30:00,9,3,6,2,1,REGULAR,5,G. Norwood,0,2pt,41,,,floatingjumpshot,1,5,Gabe,Norwood,Gabe,Norwood,G,N,G,N,G. Norwood
09:35,09:35:00,9,3,6,2,1,REGULAR,0,,1,timeout,37,,,full,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
09:37,09:37:00,9,3,6,1,1,REGULAR,12,J. Malonzo,1,steal,38,32,,,0,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
09:37,09:37:00,9,3,6,1,1,REGULAR,12,J. Malonzo,1,assist,36,34,,,0,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
09:37,09:37:00,9,3,6,1,1,REGULAR,2,J. Aguilar,1,2pt,34,,,drivinglayup,1,25,Japeth,Aguilar,Japeth,Aguilar,J,A,J,A,J. Aguilar
09:37,09:37:00,7,3,4,2,1,REGULAR,3,N. Torres,1,turnover,32,,,ballhandling,0,29,Norbert,Torres,Norbert,Torres,N,T,N,T,N. Torres
09:37,09:37:00,7,3,4,2,1,REGULAR,3,N. Torres,1,rebound,31,28,,offensive,0,29,Norbert,Torres,Norbert,Torres,N,T,N,T,N. Torres
09:38,09:38:00,7,3,4,1,1,REGULAR,12,J. Malonzo,1,block,30,28,,,0,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
09:38,09:38:00,7,3,4,2,1,REGULAR,3,N. Torres,0,2pt,28,,,layup,1,29,Norbert,Torres,Norbert,Torres,N,T,N,T,N. Torres
09:43,09:43:00,7,3,4,2,1,REGULAR,3,N. Torres,1,rebound,26,25,,offensive,0,29,Norbert,Torres,Norbert,Torres,N,T,N,T,N. Torres
09:46,09:46:00,7,3,4,2,1,REGULAR,4,R. Nambatac,0,2pt,25,,,layup,1,27,Rey,Nambatac,Rey,Nambatac,R,N,R,N,R. Nambatac
10:12,10:12:00,7,3,4,1,1,REGULAR,8,J. Brownlee,1,assist,24,23,,,0,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
10:12,10:12:00,7,3,4,1,1,REGULAR,12,J. Malonzo,1,2pt,23,,,jumpshot,1,3,Jamie,Malonzo,Jamie,Malonzo,J,M,J,M,J. Malonzo
10:32,10:32:00,5,3,2,2,1,REGULAR,6,B. Belga,1,assist,22,21,,,0,30,Beau,Belga,Beau,Belga,B,B,B,B,B. Belga
10:32,10:32:00,5,3,2,2,1,REGULAR,16,S. Taylor Jr.,1,2pt,21,,,drivinglayup,1,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
10:50,10:50:00,5,1,4,1,1,REGULAR,2,J. Aguilar,1,assist,20,19,,,0,25,Japeth,Aguilar,Japeth,Aguilar,J,A,J,A,J. Aguilar
10:50,10:50:00,5,1,4,1,1,REGULAR,4,S. Pringle,1,3pt,19,,,jumpshot,1,11,Stanley Jr.,Pringle,Stanley Jr.,Pringle,S,P,S,P,S. Pringle
11:03,11:03:00,2,1,1,1,1,REGULAR,4,S. Pringle,1,rebound,18,17,,defensive,0,11,Stanley Jr.,Pringle,Stanley Jr.,Pringle,S,P,S,P,S. Pringle
11:05,11:05:00,2,1,1,2,1,REGULAR,16,S. Taylor Jr.,0,2pt,17,,,jumpshot,1,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
11:26,11:26:00,2,1,1,1,1,REGULAR,2,J. Aguilar,1,2pt,16,,,pullupjumpshot,1,25,Japeth,Aguilar,Japeth,Aguilar,J,A,J,A,J. Aguilar
11:35,11:35:00,0,1,-1,1,1,REGULAR,8,J. Brownlee,1,rebound,15,13,,defensive,0,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
11:35,11:35:00,0,1,-1,2,1,REGULAR,16,S. Taylor Jr.,0,freethrow,13,,,2of2,1,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
11:35,11:35:00,0,1,-1,2,1,REGULAR,16,S. Taylor Jr.,1,freethrow,12,,,1of2,1,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
11:35,11:35:00,0,0,0,2,1,REGULAR,16,S. Taylor Jr.,1,foulon,11,10,,,0,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
11:35,11:35:00,0,0,0,1,1,REGULAR,2,J. Aguilar,1,foul,10,,,personal,0,25,Japeth,Aguilar,Japeth,Aguilar,J,A,J,A,J. Aguilar
11:48,11:48:00,0,0,0,2,1,REGULAR,16,S. Taylor Jr.,1,steal,8,7,,,0,23,Steve,Taylor Jr.,Steve,Taylor Jr.,S,T,S,T,S. Taylor Jr.
11:48,11:48:00,0,0,0,1,1,REGULAR,8,J. Brownlee,1,turnover,7,,,badpass,0,32,Justin,Brownlee,Justin,Brownlee,J,B,J,B,J. Brownlee
11:59,11:59:00,0,0,0,2,1,REGULAR,3,N. Torres,1,jumpball,6,4,,lost,0,29,Norbert,Torres,Norbert,Torres,N,T,N,T,N. Torres
11:59,11:59:00,0,0,0,1,1,REGULAR,2,J. Aguilar,1,jumpball,5,4,,won,0,25,Japeth,Aguilar,Japeth,Aguilar,J,A,J,A,J. Aguilar
12:00,12:00:00,0,0,0,0,1,REGULAR,0,,1,jumpball,4,,,startperiod,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
12:00,12:00:00,0,0,0,0,1,REGULAR,0,,1,period,2,,,start,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
12:00,12:00:00,0,0,0,0,1,REGULAR,0,,1,game,1,,,start,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA
